0,Ligne10_RATP,14
0,Ligne11_RATP,15
0,Ligne12_RATP,42
0,Ligne13_RATP,45
0,Ligne14_RATP,15
0,Ligne1_RATP,27
0,Ligne2_RATP,32
0,Ligne3_RATP,29
0,Ligne4_RATP,59
0,Ligne5_RATP,44
0,Ligne6_RATP,79
0,Ligne7_RATP,52
0,Ligne8_RATP,51
0,Ligne9_RATP,44
0,RERB,53
0,RERE_SNCF,4
0,RER_A,120
1,Ligne10_RATP,5
1,Ligne11_RATP,8
1,Ligne12_RATP,11
1,Ligne13_RATP,22
1,Ligne14_RATP,6
1,Ligne1_RATP,14
1,Ligne2_RATP,20
1,Ligne3_RATP,11
1,Ligne4_RATP,23
1,Ligne5_RATP,28
1,Ligne6_RATP,47
1,Ligne7_RATP,20
1,Ligne8_RATP,23
1,Ligne9_RATP,14
1,RERB,58
1,RER_A,74
2,Ligne10_RATP,3
2,Ligne11_RATP,4
2,Ligne12_RATP,7
2,Ligne13_RATP,6
2,Ligne1_RATP,7
2,Ligne2_RATP,10
2,Ligne3_RATP,2
2,Ligne4_RATP,15
2,Ligne5_RATP,6
2,Ligne6_RATP,13
2,Ligne7_RATP,12
2,Ligne8_RATP,11
2,Ligne9_RATP,7
2,RERB,10
2,RER_A,28
3,Ligne13_RATP,2
3,Ligne1_RATP,2
3,Ligne4_RATP,4
3,Ligne5_RATP,1
3,Ligne6_RATP,3
3,Ligne8_RATP,1
3,Ligne9_RATP,4
3,RERB,2
3,RER_A,12
4,Ligne12_RATP,1
4,Ligne1_RATP,1
4,Ligne2_RATP,1
4,Ligne4_RATP,3
4,Ligne5_RATP,2
4,Ligne9_RATP,2
4,RERB,4
4,RER_A,20
5,Ligne10_RATP,16
5,Ligne11_RATP,37
5,Ligne12_RATP,37
5,Ligne13_RATP,43
5,Ligne14_RATP,71
5,Ligne1_RATP,88
5,Ligne2_RATP,62
5,Ligne3_RATP,41
5,Ligne4_RATP,60
5,Ligne5_RATP,57
5,Ligne6_RATP,50
5,Ligne7_RATP,47
5,Ligne8_RATP,65
5,Ligne9_RATP,58
5,RERB,92
5,RERC_SNCF,1
5,RERD_SNCF,1
5,RERE_SNCF,2
5,RER_A,98
6,Ligne10_RATP,63
6,Ligne11_RATP,71
6,Ligne12_RATP,100
6,Ligne13_RATP,162
6,Ligne14_RATP,124
6,Ligne1_RATP,190
6,Ligne2_RATP,109
6,Ligne3_RATP,100
6,Ligne4_RATP,155
6,Ligne5_RATP,138
6,Ligne6_RATP,132
6,Ligne7_RATP,130
6,Ligne8_RATP,120
6,Ligne9_RATP,126
6,RERB,213
6,RERC_SNCF,162
6,RERD_SNCF,191
6,RERE_SNCF,116
6,RER_A,239
7,Ligne10_RATP,57
7,Ligne11_RATP,53
7,Ligne12_RATP,98
7,Ligne13_RATP,168
7,Ligne14_RATP,68
7,Ligne1_RATP,138
7,Ligne2_RATP,80
7,Ligne3_RATP,89
7,Ligne4_RATP,152
7,Ligne5_RATP,141
7,Ligne6_RATP,131
7,Ligne7_RATP,107
7,Ligne8_RATP,146
7,Ligne9_RATP,86
7,RERB,370
7,RERC_SNCF,107
7,RERD_SNCF,202
7,RERE_SNCF,73
7,RER_A,334
8,Ligne10_RATP,73
8,Ligne11_RATP,60
8,Ligne12_RATP,165
8,Ligne13_RATP,212
8,Ligne14_RATP,105
8,Ligne1_RATP,174
8,Ligne2_RATP,122
8,Ligne3_RATP,120
8,Ligne4_RATP,229
8,Ligne5_RATP,170
8,Ligne6_RATP,168
8,Ligne7_RATP,187
8,Ligne8_RATP,155
8,Ligne9_RATP,120
8,RERB,429
8,RERC_SNCF,134
8,RERD_SNCF,246
8,RERE_SNCF,102
8,RER_A,667
9,Ligne10_RATP,89
9,Ligne11_RATP,82
9,Ligne12_RATP,183
9,Ligne13_RATP,240
9,Ligne14_RATP,136
9,Ligne1_RATP,203
9,Ligne2_RATP,135
9,Ligne3_RATP,169
9,Ligne4_RATP,258
9,Ligne5_RATP,182
9,Ligne6_RATP,218
9,Ligne7_RATP,214
9,Ligne8_RATP,184
9,Ligne9_RATP,193
9,RERB,388
9,RERC_SNCF,166
9,RERD_SNCF,232
9,RERE_SNCF,103
9,RER_A,742
10,Ligne10_RATP,85
10,Ligne11_RATP,95
10,Ligne12_RATP,179
10,Ligne13_RATP,190
10,Ligne14_RATP,110
10,Ligne1_RATP,201
10,Ligne2_RATP,127
10,Ligne3_RATP,123
10,Ligne4_RATP,244
10,Ligne5_RATP,160
10,Ligne6_RATP,222
10,Ligne7_RATP,172
10,Ligne8_RATP,189
10,Ligne9_RATP,169
10,RERB,493
10,RERC_SNCF,126
10,RERD_SNCF,178
10,RERE_SNCF,86
10,RER_A,537
11,Ligne10_RATP,62
11,Ligne11_RATP,87
11,Ligne12_RATP,130
11,Ligne13_RATP,166
11,Ligne14_RATP,112
11,Ligne1_RATP,184
11,Ligne2_RATP,120
11,Ligne3_RATP,101
11,Ligne4_RATP,211
11,Ligne5_RATP,134
11,Ligne6_RATP,176
11,Ligne7_RATP,170
11,Ligne8_RATP,151
11,Ligne9_RATP,141
11,RERB,383
11,RERC_SNCF,123
11,RERD_SNCF,127
11,RERE_SNCF,84
11,RER_A,473
12,Ligne10_RATP,78
12,Ligne11_RATP,99
12,Ligne12_RATP,199
12,Ligne13_RATP,186
12,Ligne14_RATP,109
12,Ligne1_RATP,218
12,Ligne2_RATP,159
12,Ligne3_RATP,138
12,Ligne4_RATP,364
12,Ligne5_RATP,153
12,Ligne6_RATP,267
12,Ligne7_RATP,182
12,Ligne8_RATP,204
12,Ligne9_RATP,164
12,RERB,425
12,RERC_SNCF,125
12,RERD_SNCF,110
12,RERE_SNCF,68
12,RER_A,551
13,Ligne10_RATP,53
13,Ligne11_RATP,51
13,Ligne12_RATP,137
13,Ligne13_RATP,157
13,Ligne14_RATP,74
13,Ligne1_RATP,147
13,Ligne2_RATP,118
13,Ligne3_RATP,86
13,Ligne4_RATP,210
13,Ligne5_RATP,132
13,Ligne6_RATP,170
13,Ligne7_RATP,134
13,Ligne8_RATP,173
13,Ligne9_RATP,117
13,RERB,338
13,RERC_SNCF,107
13,RERD_SNCF,132
13,RERE_SNCF,77
13,RER_A,379
14,Ligne10_RATP,91
14,Ligne11_RATP,64
14,Ligne12_RATP,160
14,Ligne13_RATP,150
14,Ligne14_RATP,93
14,Ligne1_RATP,138
14,Ligne2_RATP,152
14,Ligne3_RATP,109
14,Ligne4_RATP,239
14,Ligne5_RATP,122
14,Ligne6_RATP,161
14,Ligne7_RATP,142
14,Ligne8_RATP,181
14,Ligne9_RATP,126
14,RERB,415
14,RERC_SNCF,154
14,RERD_SNCF,160
14,RERE_SNCF,124
14,RER_A,455
15,Ligne10_RATP,115
15,Ligne11_RATP,113
15,Ligne12_RATP,219
15,Ligne13_RATP,190
15,Ligne14_RATP,142
15,Ligne1_RATP,205
15,Ligne2_RATP,202
15,Ligne3_RATP,147
15,Ligne4_RATP,384
15,Ligne5_RATP,191
15,Ligne6_RATP,228
15,Ligne7_RATP,145
15,Ligne8_RATP,236
15,Ligne9_RATP,206
15,RERB,374
15,RERC_SNCF,186
15,RERD_SNCF,157
15,RERE_SNCF,114
15,RER_A,545
16,Ligne10_RATP,112
16,Ligne11_RATP,99
16,Ligne12_RATP,192
16,Ligne13_RATP,197
16,Ligne14_RATP,137
16,Ligne1_RATP,206
16,Ligne2_RATP,140
16,Ligne3_RATP,160
16,Ligne4_RATP,347
16,Ligne5_RATP,197
16,Ligne6_RATP,248
16,Ligne7_RATP,191
16,Ligne8_RATP,219
16,Ligne9_RATP,170
16,RERB,394
16,RERC_SNCF,217
16,RERD_SNCF,174
16,RERE_SNCF,102
16,RER_A,541
17,Ligne10_RATP,120
17,Ligne11_RATP,104
17,Ligne12_RATP,182
17,Ligne13_RATP,268
17,Ligne14_RATP,143
17,Ligne1_RATP,188
17,Ligne2_RATP,142
17,Ligne3_RATP,166
17,Ligne4_RATP,353
17,Ligne5_RATP,210
17,Ligne6_RATP,253
17,Ligne7_RATP,241
17,Ligne8_RATP,226
17,Ligne9_RATP,216
17,RERB,538
17,RERC_SNCF,246
17,RERD_SNCF,273
17,RERE_SNCF,111
17,RER_A,607
18,Ligne10_RATP,92
18,Ligne11_RATP,69
18,Ligne12_RATP,170
18,Ligne13_RATP,213
18,Ligne14_RATP,99
18,Ligne1_RATP,232
18,Ligne2_RATP,134
18,Ligne3_RATP,151
18,Ligne4_RATP,308
18,Ligne5_RATP,202
18,Ligne6_RATP,215
18,Ligne7_RATP,201
18,Ligne8_RATP,204
18,Ligne9_RATP,170
18,RERB,550
18,RERC_SNCF,253
18,RERD_SNCF,305
18,RERE_SNCF,144
18,RER_A,489
19,Ligne10_RATP,97
19,Ligne11_RATP,68
19,Ligne12_RATP,132
19,Ligne13_RATP,202
19,Ligne14_RATP,98
19,Ligne1_RATP,174
19,Ligne2_RATP,107
19,Ligne3_RATP,127
19,Ligne4_RATP,243
19,Ligne5_RATP,147
19,Ligne6_RATP,212
19,Ligne7_RATP,160
19,Ligne8_RATP,187
19,Ligne9_RATP,151
19,RERB,437
19,RERC_SNCF,241
19,RERD_SNCF,254
19,RERE_SNCF,150
19,RER_A,442
20,Ligne10_RATP,50
20,Ligne11_RATP,51
20,Ligne12_RATP,118
20,Ligne13_RATP,126
20,Ligne14_RATP,48
20,Ligne1_RATP,109
20,Ligne2_RATP,104
20,Ligne3_RATP,99
20,Ligne4_RATP,201
20,Ligne5_RATP,122
20,Ligne6_RATP,186
20,Ligne7_RATP,145
20,Ligne8_RATP,132
20,Ligne9_RATP,115
20,RERB,266
20,RERC_SNCF,143
20,RERD_SNCF,215
20,RERE_SNCF,97
20,RER_A,404
21,Ligne10_RATP,28
21,Ligne11_RATP,29
21,Ligne12_RATP,60
21,Ligne13_RATP,52
21,Ligne14_RATP,29
21,Ligne1_RATP,67
21,Ligne2_RATP,72
21,Ligne3_RATP,49
21,Ligne4_RATP,91
21,Ligne5_RATP,69
21,Ligne6_RATP,93
21,Ligne7_RATP,83
21,Ligne8_RATP,65
21,Ligne9_RATP,55
21,RERB,186
21,RERC_SNCF,11
21,RERD_SNCF,10
21,RERE_SNCF,8
21,RER_A,220
22,Ligne10_RATP,23
22,Ligne11_RATP,7
22,Ligne12_RATP,57
22,Ligne13_RATP,47
22,Ligne14_RATP,29
22,Ligne1_RATP,32
22,Ligne2_RATP,42
22,Ligne3_RATP,34
22,Ligne4_RATP,94
22,Ligne5_RATP,26
22,Ligne6_RATP,92
22,Ligne7_RATP,60
22,Ligne8_RATP,38
22,Ligne9_RATP,50
22,RERB,82
22,RERE_SNCF,2
22,RER_A,133
23,Ligne10_RATP,19
23,Ligne11_RATP,19
23,Ligne12_RATP,37
23,Ligne13_RATP,60
23,Ligne14_RATP,38
23,Ligne1_RATP,20
23,Ligne2_RATP,31
23,Ligne3_RATP,22
23,Ligne4_RATP,67
23,Ligne5_RATP,37
23,Ligne6_RATP,75
23,Ligne7_RATP,56
23,Ligne8_RATP,52
23,Ligne9_RATP,42
23,RERB,86
23,RER_A,104
